TIME_CYCLE            : 1
SERIE_INITIAL_DATA    : 2010 1 1 0 0 0
TIME_UNITS            : MONTHS
NAME                  : Q50 SC
<BeginTimeSerie>
0 66.88
1 74.13
2 80.18
3 58.28
4 70.57
5 76.85
6 60.63
7 47.57
8 64.14
9 63.21
10 78.22
11 54.17
<EndTimeSerie>
