TIME_CYCLE            : 1
SERIE_INITIAL_DATA    : 2010 1 1 0 0 0
TIME_UNITS            : MONTHS
NAME                  : Q50 SC
<BeginTimeSerie>
0 3.27
1 3.93
2 1.49
3 1.60
4 1.59
5 1.08
6 0.65
7 0.90
8 1.87
9 1.56
10 2.15
11 0.91
<EndTimeSerie>
