TIME_CYCLE            : 1
SERIE_INITIAL_DATA    : 2010 1 1 0 0 0
TIME_UNITS            : MONTHS
NAME                  : Q50 SC
<BeginTimeSerie>
0 152.22
1 114.99
2 106.88
3 108.62
4 116.78
5 197.03
6 93.75
7 88.25
8 105.66
9 248.93
10 117.30
11 119.88
<EndTimeSerie>
